ts_code,trade_time,open,close,high,low,vol,amount,oi,change1
OI2309.ZCE,2023-04-07 21:00:00,8662.0,8668.0,8668.0,8662.0,205.0,17759620.0,147981.0,7.0
OI2309.ZCE,2023-04-07 15:00:00,8645.0,8643.0,8654.0,8637.0,5486.0,474283190.0,147931.0,-25.0
OI2309.ZCE,2023-04-07 14:45:00,8638.0,8644.0,8659.0,8632.0,4909.0,424404640.0,147813.0,1.0
OI2309.ZCE,2023-04-07 14:30:00,8650.0,8637.0,8658.0,8635.0,5224.0,451683390.0,148034.0,-7.0
OI2309.ZCE,2023-04-07 14:15:00,8623.0,8649.0,8650.0,8615.0,8453.0,730124830.0,147922.0,12.0
OI2309.ZCE,2023-04-07 14:00:00,8643.0,8623.0,8649.0,8620.0,7193.0,621115600.0,147475.0,-26.0
OI2309.ZCE,2023-04-07 13:45:00,8617.0,8643.0,8645.0,8617.0,10388.0,896841030.0,147844.0,20.0
OI2309.ZCE,2023-04-07 11:30:00,8606.0,8616.0,8629.0,8603.0,8115.0,698947050.0,147433.0,-27.0
OI2309.ZCE,2023-04-07 11:15:00,8593.0,8605.0,8607.0,8576.0,14093.0,1210865020.0,148195.0,-11.0
OI2309.ZCE,2023-04-07 11:00:00,8647.0,8594.0,8648.0,8593.0,11403.0,981961320.0,148110.0,-11.0
OI2309.ZCE,2023-04-07 10:45:00,8664.0,8647.0,8671.0,8640.0,6958.0,602100750.0,147816.0,53.0
OI2309.ZCE,2023-04-07 10:15:00,8674.0,8664.0,8679.0,8638.0,11007.0,952815220.0,146920.0,17.0
OI2309.ZCE,2023-04-07 10:00:00,8668.0,8674.0,8687.0,8650.0,12190.0,1056679110.0,147268.0,10.0
OI2309.ZCE,2023-04-07 09:45:00,8625.0,8669.0,8672.0,8609.0,15083.0,1302881790.0,146472.0,-5.0
OI2309.ZCE,2023-04-07 09:30:00,8578.0,8626.0,8627.0,8575.0,14639.0,1259201250.0,146714.0,-43.0
OI2309.ZCE,2023-04-07 09:15:00,8527.0,8576.0,8582.0,8520.0,12679.0,1085331820.0,145753.0,-50.0
OI2309.ZCE,2023-04-06 23:00:00,8528.0,8527.0,8532.0,8517.0,3224.0,274828230.0,145840.0,-49.0
OI2309.ZCE,2023-04-06 22:45:00,8513.0,8528.0,8530.0,8506.0,4366.0,371971140.0,146540.0,1.0
OI2309.ZCE,2023-04-06 22:30:00,8526.0,8513.0,8532.0,8503.0,4753.0,404739010.0,146352.0,-15.0
OI2309.ZCE,2023-04-06 22:15:00,8513.0,8526.0,8534.0,8507.0,6899.0,587722720.0,145614.0,13.0
OI2309.ZCE,2023-04-06 22:00:00,8511.0,8513.0,8524.0,8503.0,6262.0,533228610.0,145401.0,-13.0
OI2309.ZCE,2023-04-06 21:45:00,8544.0,8512.0,8545.0,8501.0,11098.0,945402750.0,144891.0,-1.0
OI2309.ZCE,2023-04-06 21:30:00,8545.0,8547.0,8554.0,8512.0,16222.0,1383721990.0,144083.0,35.0
OI2309.ZCE,2023-04-06 21:15:00,8575.0,8546.0,8589.0,8534.0,20408.0,1746744380.0,143638.0,-1.0
OI2309.ZCE,2023-04-06 21:00:00,8584.0,8576.0,8588.0,8568.0,284.0,24355160.0,141594.0,30.0
OI2309.ZCE,2023-04-06 15:00:00,8647.0,8619.0,8649.0,8615.0,6884.0,594232230.0,141510.0,43.0
OI2309.ZCE,2023-04-06 14:45:00,8657.0,8647.0,8658.0,8644.0,3893.0,336755910.0,142223.0,28.0
OI2309.ZCE,2023-04-06 14:30:00,8666.0,8656.0,8673.0,8645.0,5476.0,474061380.0,142335.0,9.0
OI2309.ZCE,2023-04-06 14:15:00,8673.0,8667.0,8676.0,8662.0,4347.0,376862700.0,142113.0,11.0
OI2309.ZCE,2023-04-06 14:00:00,8671.0,8674.0,8684.0,8660.0,5215.0,452267740.0,141908.0,7.0
OI2309.ZCE,2023-04-06 13:45:00,8680.0,8671.0,8690.0,8671.0,8727.0,757449200.0,141442.0,-3.0
OI2309.ZCE,2023-04-06 11:30:00,8665.0,8680.0,8686.0,8664.0,9349.0,811195440.0,140919.0,9.0
OI2309.ZCE,2023-04-06 11:15:00,8646.0,8665.0,8667.0,8635.0,5636.0,487808260.0,140380.0,-15.0
OI2309.ZCE,2023-04-06 11:00:00,8667.0,8646.0,8668.0,8628.0,8030.0,694106190.0,140103.0,-19.0
OI2309.ZCE,2023-04-06 10:45:00,8674.0,8667.0,8690.0,8642.0,11374.0,985534520.0,138699.0,21.0
OI2309.ZCE,2023-04-06 10:15:00,8660.0,8674.0,8678.0,8654.0,6221.0,539170620.0,138607.0,7.0
OI2309.ZCE,2023-04-06 10:00:00,8677.0,8659.0,8690.0,8652.0,14018.0,1215462180.0,137967.0,-15.0
OI2309.ZCE,2023-04-06 09:45:00,8622.0,8677.0,8678.0,8617.0,16507.0,1427836740.0,136710.0,18.0
OI2309.ZCE,2023-04-06 09:30:00,8575.0,8622.0,8624.0,8573.0,13754.0,1182918190.0,136208.0,-55.0
OI2309.ZCE,2023-04-06 09:15:00,8600.0,8576.0,8603.0,8535.0,26629.0,2281035130.0,135759.0,-46.0
OI2309.ZCE,2023-04-06 09:00:00,8620.0,8600.0,8620.0,8600.0,262.0,22553570.0,132640.0,24.0
OI2309.ZCE,2023-04-04 15:00:00,8687.0,8672.0,8687.0,8663.0,4595.0,398564120.0,132590.0,72.0
OI2309.ZCE,2023-04-04 14:45:00,8681.0,8687.0,8691.0,8678.0,4148.0,360246930.0,133220.0,15.0
OI2309.ZCE,2023-04-04 14:30:00,8659.0,8680.0,8682.0,8657.0,3541.0,307092960.0,133193.0,-7.0
OI2309.ZCE,2023-04-04 14:15:00,8671.0,8659.0,8671.0,8654.0,6403.0,554586920.0,133570.0,-21.0
OI2309.ZCE,2023-04-04 14:00:00,8689.0,8671.0,8690.0,8670.0,5166.0,448222870.0,133183.0,12.0
OI2309.ZCE,2023-04-04 13:45:00,8685.0,8689.0,8695.0,8683.0,5772.0,501473330.0,132697.0,18.0
OI2309.ZCE,2023-04-04 11:30:00,8678.0,8685.0,8687.0,8676.0,1992.0,172941350.0,132812.0,-4.0
OI2309.ZCE,2023-04-04 11:15:00,8688.0,8679.0,8692.0,8674.0,3768.0,327200580.0,132922.0,-6.0
OI2309.ZCE,2023-04-04 11:00:00,8679.0,8687.0,8695.0,8672.0,5015.0,435598040.0,132383.0,8.0
OI2309.ZCE,2023-04-04 10:45:00,8694.0,8679.0,8697.0,8668.0,6299.0,546528770.0,132063.0,-8.0
OI2309.ZCE,2023-04-04 10:15:00,8698.0,8693.0,8700.0,8678.0,4615.0,400859890.0,132871.0,14.0
OI2309.ZCE,2023-04-04 10:00:00,8685.0,8698.0,8700.0,8675.0,6899.0,599486530.0,132947.0,5.0
OI2309.ZCE,2023-04-04 09:45:00,8669.0,8685.0,8696.0,8666.0,7411.0,643269100.0,133431.0,-13.0
OI2309.ZCE,2023-04-04 09:30:00,8646.0,8670.0,8675.0,8643.0,4882.0,422903220.0,133181.0,-15.0
OI2309.ZCE,2023-04-04 09:15:00,8672.0,8647.0,8678.0,8631.0,7896.0,682710030.0,133592.0,-23.0
OI2309.ZCE,2023-04-03 23:00:00,8674.0,8671.0,8678.0,8654.0,4077.0,353134510.0,132734.0,24.0
OI2309.ZCE,2023-04-03 22:45:00,8676.0,8674.0,8682.0,8667.0,3908.0,339040590.0,133075.0,3.0
OI2309.ZCE,2023-04-03 22:30:00,8672.0,8676.0,8681.0,8661.0,4910.0,425733030.0,133412.0,2.0
OI2309.ZCE,2023-04-03 22:15:00,8646.0,8672.0,8696.0,8646.0,13185.0,1143619890.0,132965.0,-4.0
OI2309.ZCE,2023-04-03 22:00:00,8638.0,8646.0,8651.0,8630.0,6292.0,543772010.0,132929.0,-26.0
OI2309.ZCE,2023-04-03 21:45:00,8623.0,8638.0,8639.0,8615.0,7666.0,661186260.0,132652.0,-8.0
OI2309.ZCE,2023-04-03 21:30:00,8650.0,8624.0,8652.0,8620.0,6277.0,542197950.0,132642.0,-14.0
OI2309.ZCE,2023-04-03 21:15:00,8642.0,8650.0,8671.0,8630.0,11231.0,971947320.0,131998.0,26.0
OI2309.ZCE,2023-04-03 21:00:00,8619.0,8632.0,8632.0,8619.0,499.0,43013800.0,131057.0,-18.0
OI2309.ZCE,2023-04-03 15:00:00,8623.0,8628.0,8645.0,8621.0,5168.0,446125580.0,131028.0,-4.0
OI2309.ZCE,2023-04-03 14:45:00,8633.0,8624.0,8641.0,8618.0,3852.0,332418390.0,130921.0,-4.0
OI2309.ZCE,2023-04-03 14:30:00,8624.0,8634.0,8649.0,8622.0,6526.0,563634310.0,130999.0,10.0
OI2309.ZCE,2023-04-03 14:15:00,8602.0,8624.0,8628.0,8602.0,4591.0,395609710.0,130851.0,-10.0
OI2309.ZCE,2023-04-03 14:00:00,8633.0,8602.0,8637.0,8597.0,8740.0,753041110.0,130923.0,-22.0
OI2309.ZCE,2023-04-03 13:45:00,8661.0,8633.0,8661.0,8633.0,5731.0,495542620.0,130510.0,31.0
OI2309.ZCE,2023-04-03 11:30:00,8660.0,8662.0,8681.0,8655.0,4784.0,414610130.0,130309.0,29.0
OI2309.ZCE,2023-04-03 11:15:00,8675.0,8660.0,8679.0,8654.0,5099.0,441824040.0,130331.0,-2.0
OI2309.ZCE,2023-04-03 11:00:00,8676.0,8676.0,8679.0,8651.0,5166.0,447622550.0,129888.0,16.0
OI2309.ZCE,2023-04-03 10:45:00,8692.0,8676.0,8692.0,8659.0,8797.0,763005750.0,129286.0,0.0
OI2309.ZCE,2023-04-03 10:15:00,8702.0,8692.0,8712.0,8688.0,5165.0,449431550.0,127997.0,16.0
OI2309.ZCE,2023-04-03 10:00:00,8690.0,8701.0,8705.0,8677.0,7465.0,648557870.0,127470.0,9.0
OI2309.ZCE,2023-04-03 09:45:00,8707.0,8690.0,8725.0,8686.0,8818.0,768058310.0,126524.0,-11.0
OI2309.ZCE,2023-04-03 09:30:00,8704.0,8706.0,8723.0,8695.0,13929.0,1213079490.0,126940.0,16.0
OI2309.ZCE,2023-04-03 09:15:00,8650.0,8703.0,8764.0,8650.0,26026.0,2269365220.0,126053.0,-3.0
OI2309.ZCE,2023-03-31 23:00:00,8626.0,8629.0,8630.0,8615.0,3476.0,299719500.0,126443.0,-74.0
OI2309.ZCE,2023-03-31 22:45:00,8630.0,8626.0,8637.0,8626.0,4066.0,350956070.0,126990.0,-3.0
OI2309.ZCE,2023-03-31 22:30:00,8629.0,8629.0,8637.0,8619.0,4544.0,392167710.0,127155.0,3.0
OI2309.ZCE,2023-03-31 22:15:00,8633.0,8629.0,8642.0,8615.0,6817.0,588172000.0,126908.0,0.0
OI2309.ZCE,2023-03-31 22:00:00,8620.0,8633.0,8647.0,8619.0,9874.0,852620090.0,126728.0,4.0
OI2309.ZCE,2023-03-31 21:45:00,8584.0,8618.0,8630.0,8577.0,11333.0,975174620.0,126485.0,-15.0
OI2309.ZCE,2023-03-31 21:30:00,8573.0,8583.0,8589.0,8559.0,4555.0,390580910.0,126387.0,-35.0
OI2309.ZCE,2023-03-31 21:15:00,8577.0,8575.0,8591.0,8560.0,9203.0,789301410.0,126385.0,-8.0
OI2309.ZCE,2023-03-31 21:00:00,8573.0,8577.0,8577.0,8571.0,136.0,11661060.0,126124.0,2.0
OI2309.ZCE,2023-03-31 15:00:00,8540.0,8555.0,8562.0,8539.0,5734.0,490255370.0,126093.0,-22.0
OI2309.ZCE,2023-03-31 14:45:00,8522.0,8541.0,8544.0,8521.0,4701.0,401113210.0,126614.0,-14.0
OI2309.ZCE,2023-03-31 14:30:00,8547.0,8522.0,8554.0,8517.0,9146.0,780097700.0,126782.0,-19.0
OI2309.ZCE,2023-03-31 14:15:00,8578.0,8548.0,8581.0,8542.0,6858.0,587003750.0,126543.0,26.0
OI2309.ZCE,2023-03-31 14:00:00,8579.0,8578.0,8583.0,8568.0,6201.0,531703960.0,126808.0,30.0
OI2309.ZCE,2023-03-31 13:45:00,8573.0,8579.0,8587.0,8565.0,5972.0,512367910.0,126886.0,1.0
OI2309.ZCE,2023-03-31 11:30:00,8586.0,8575.0,8591.0,8568.0,5890.0,505299590.0,126790.0,-4.0
OI2309.ZCE,2023-03-31 11:15:00,8583.0,8586.0,8594.0,8571.0,7535.0,646766240.0,127285.0,11.0
OI2309.ZCE,2023-03-31 11:00:00,8561.0,8583.0,8589.0,8556.0,6919.0,593277970.0,127689.0,-3.0
OI2309.ZCE,2023-03-31 10:45:00,8565.0,8562.0,8577.0,8551.0,6190.0,530056500.0,127563.0,-21.0
OI2309.ZCE,2023-03-31 10:15:00,8578.0,8565.0,8586.0,8553.0,6158.0,527747470.0,128030.0,3.0
OI2309.ZCE,2023-03-31 10:00:00,8573.0,8578.0,8578.0,8557.0,6324.0,541708170.0,128203.0,13.0
OI2309.ZCE,2023-03-31 09:45:00,8548.0,8572.0,8585.0,8546.0,10347.0,886781300.0,128614.0,-6.0
OI2309.ZCE,2023-03-31 09:30:00,8544.0,8548.0,8553.0,8531.0,5743.0,490561940.0,128224.0,-24.0
OI2309.ZCE,2023-03-31 09:15:00,8574.0,8543.0,8575.0,8526.0,14579.0,1245255990.0,128201.0,-5.0
